"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","minuslog10padj","diffexpressed"
"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","Extracellular matrix organization","13/166","140/4612",0.00142436496582705,0.119474404398775,0.116020363055889,"NID1/EFEMP1/TLL1/COL1A2/PRSS2/BGN/MMP16/VWF/A2M/NTN4/BMP4/ADAMTS18/ITGB4",13,0.922725125837262,"DOWN"
"REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL","Immunoregulatory interactions between a lymphoid and a non lymphoid cell","5/166","26/4612",0.00202360247267825,0.123150664765848,0.119590341618429,"CD34/COL1A2/KLRG1/COLEC12/CXADR",5,0.909563239502018,"DOWN"
"REACTOME_HEMOSTASIS","Hemostasis","20/166","297/4612",0.00450036198838102,0.194236677274497,0.188621235900365,"PRKACB/VAV3/S100A10/TFPI/MMRN1/PRKAR1B/COL1A2/NOS3/TNFRSF10D/CLU/IGF2/IRAG1/PDE2A/GUCY1A2/VWF/A2M/KCNMB4/CABLES1/THBD/CXADR",20,0.711668759835136,"DOWN"
"REACTOME_SIGNALING_BY_GPCR","Signaling by gpcr","14/166","189/4612",0.00760413690372194,0.225128643359888,0.218620105857267,"HTR1D/PRKACB/VAV3/RGS4/RGS5/WNT9A/CXCR4/ARHGEF26/HTR1B/PRKAR1B/PTCH1/PDE2A/ARHGEF17/RAMP2",14,0.647569245729139,"DOWN"
"REACTOME_GPCR_LIGAND_BINDING","Gpcr ligand binding","6/166","72/4612",0.0438640300684102,0.602776671262669,0.585350214495253,"HTR1D/WNT9A/CXCR4/HTR1B/PTCH1/RAMP2",6,0.219843564150946,"DOWN"
"REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS","Non integrin membrane ECM interactions","3/166","36/4612",0.138213136592669,0.865864649830545,0.840832239642709,"COL1A2/NTN4/ITGB4",3,0.0625499906914369,"DOWN"
"REACTOME_LAMININ_INTERACTIONS","Laminin interactions","2/166","19/4612",0.147888659545246,0.887331957271478,0.86167892070099,"NID1/ITGB4",2,0.0519138770782272,"DOWN"
"REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS","Class a 1 rhodopsin like receptors","3/166","49/4612",0.258071661685658,0.954381806057706,0.926790337980426,"HTR1D/CXCR4/HTR1B",3,0.0202778484702142,"DOWN"
"REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS","Integrin cell surface interactions","2/166","41/4612",0.437626539373218,0.954381806057706,0.926790337980426,"COL1A2/VWF",2,0.0202778484702142,"DOWN"
"REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES","Chemokine receptors bind chemokines","1/166","17/4612",0.464347185201687,0.954381806057706,0.926790337980426,"CXCR4",1,0.0202778484702142,"DOWN"
"REACTOME_NEGATIVE_REGULATORS_OF_DDX58_IFIH1_SIGNALING","Negative regulators of ddx58 ifih1 signaling","1/166","26/4612",0.61546384045361,0.971065170493474,0.942991381279801,"RNF125",1,0.0127516225781636,"DOWN"
"REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS","Peptide ligand binding receptors","1/166","32/4612",0.691813858353484,0.999998060024108,0.971087812180564,"CXCR4",1,0.000000842521642319149,"DOWN"
"REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS","Nucleotide binding domain leucine rich repeat containing receptor nlr signaling pathways","1/166","34/4612",0.713751486242875,0.999998060024108,0.971087812180564,"MAP2K6",1,0.000000842521642319149,"DOWN"
"REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA","Ddx58 ifih1 mediated induction of interferon alpha beta","1/166","53/4612",0.8583013196638,0.999998060024108,0.971087812180564,"RNF125",1,0.000000842521642319149,"DOWN"
"REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING","IL 4 and IL 13 signaling","1/166","54/4612",0.863460780277051,0.999998060024108,0.971087812180564,"COL1A2",1,0.000000842521642319149,"DOWN"
"REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING","IL 1 family signaling","2/166","99/4612",0.878093568309675,0.999998060024108,0.971087812180564,"IL33/MAP2K6",2,0.000000842521642319149,"DOWN"
"REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY","Tnfr2 non canonical nf kb pathway","1/166","64/4612",0.905816411034009,0.999998060024108,0.971087812180564,"TNFRSF11A",1,0.000000842521642319149,"DOWN"
"REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE","Toll like receptor 9 tlr9 cascade","1/166","71/4612",0.927412370076975,0.999998060024108,0.971087812180564,"MAP2K6",1,0.000000842521642319149,"DOWN"
"REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE","Myd88 independent tlr4 cascade","1/166","73/4612",0.932622933627998,0.999998060024108,0.971087812180564,"MAP2K6",1,0.000000842521642319149,"DOWN"
"REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES","Antiviral mechanism by ifn stimulated genes","1/166","83/4612",0.953597501182096,0.999998060024108,0.971087812180564,"MAP2K6",1,0.000000842521642319149,"DOWN"
"REACTOME_INTERLEUKIN_1_SIGNALING","IL 1 signaling","1/166","83/4612",0.953597501182096,0.999998060024108,0.971087812180564,"MAP2K6",1,0.000000842521642319149,"DOWN"
"REACTOME_ADAPTIVE_IMMUNE_SYSTEM","Adaptive immune system","8/166","369/4612",0.962134396306905,0.999998060024108,0.971087812180564,"PRKACB/CD34/KLHL3/COL1A2/KLRG1/PPL/COLEC12/CXADR",8,0.000000842521642319149,"DOWN"
"REACTOME_TOLL_LIKE_RECEPTOR_CASCADES","Toll like receptor cascades","1/166","96/4612",0.971461321643311,0.999998060024108,0.971087812180564,"MAP2K6",1,0.000000842521642319149,"DOWN"
"REACTOME_SIGNALING_BY_INTERLEUKINS","Signaling by ILs","4/166","248/4612",0.981649299144395,0.999998060024108,0.971087812180564,"COL1A2/IL33/SOCS2/MAP2K6",4,0.000000842521642319149,"DOWN"
"REACTOME_SARS_COV_INFECTIONS","Sars cov infections","3/166","249/4612",0.995070515325129,0.999998060024108,0.971087812180564,"ST6GALNAC3/RPS3A/ANO2",3,0.000000842521642319149,"DOWN"
"REACTOME_INTERFERON_SIGNALING","Interferon signaling","1/166","148/4612",0.995974994996743,0.999998060024108,0.971087812180564,"MAP2K6",1,0.000000842521642319149,"DOWN"
"REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM","Cytokine signaling in immune system","5/166","415/4612",0.999488144581785,0.999998060024108,0.971087812180564,"COL1A2/IL33/SOCS2/MAP2K6/TNFRSF11A",5,0.000000842521642319149,"DOWN"
"REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION","Class I MHC mediated antigen processing presentation","1/166","221/4612",0.999752620482436,0.999998060024108,0.971087812180564,"KLHL3",1,0.000000842521642319149,"DOWN"
"REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM","Cytokine signaling in immune system","121/410","415/4612",0.00000000000000000000000000000000000042871090785109,0.00000000000000000000000000000000027909080101106,0.000000000000000000000000000000000253165072952065,"ISG15/TNFRSF4/TNFRSF14/TNFRSF9/IFI6/GBP3/GBP1/GBP2/GBP4/VCAM1/CSF1/ADAR/TNFSF18/PTGS2/RSAD2/EIF2AK2/IL1R1/IL1RL1/IL18R1/BCL2L11/IL1A/STAT1/CCL20/SP100/IRAK2/MYD88/UBA7/BCL6/TNIP2/CXCL8/CXCL1/CXCL2/CXCL10/HERC5/NFKB1/TIFA/IL15/IL7R/CSF2/IRF1/EGR1/SQSTM1/HLA-F/HLA-A/HLA-E/HLA-C/HLA-B/LTB/PSMB8/PSMB9/IL6/IL3RA/CEBPD/RIPK2/RIGI/TRIM14/TNFSF15/IFITM1/IFITM3/IRF7/TRIM21/TRIM22/CD44/UBE2L6/CCND1/IL18BP/BIRC3/MMP1/CASP1/IL15RA/MAP3K8/IFIT2/IFIT3/IFIT1/IFIT5/NFKB2/STAT2/OAS1/OAS3/OAS2/OASL/LCP1/PSME1/PSME2/NFKBIA/IFI27/TRAF3/B2M/SMAD3/PML/ISG20/IL32/ITGAX/N4BP1/MT2A/NLRC5/PSMB10/XAF1/LGALS9/CCL2/CCL5/CSF3/STAT5A/IFI35/BCL2/SERPINB2/SAMHD1/EBI3/TNFSF9/ICAM1/JUNB/IL27RA/BST2/JAK3/RELB/USP18/HMOX1/CSF2RB/IFNGR2/MX2/MX1",121,33.5542544778646,"UP"
"REACTOME_INTERFERON_ALPHA_BETA_SIGNALING","Interferon alpha beta signaling","36/410","51/4612",0.00000000000000000000000000312925330424184,0.00000000000000000000000101857195053072,0.000000000000000000000000923953212462985,"ISG15/IFI6/GBP2/ADAR/RSAD2/EIF2AK2/STAT1/IRF1/EGR1/HLA-F/HLA-A/HLA-E/HLA-C/HLA-B/PSMB8/IFITM1/IFITM3/IRF7/IFIT2/IFIT3/IFIT1/IFIT5/STAT2/OAS1/OAS3/OAS2/OASL/IFI27/ISG20/XAF1/IFI35/SAMHD1/BST2/USP18/MX2/MX1",36,23.9920082876115,"UP"
"REACTOME_INTERFERON_SIGNALING","Interferon signaling","54/410","148/4612",0.0000000000000000000032403472367725,0.000000000000000000703155350379632,0.000000000000000000637836771869955,"ISG15/IFI6/GBP3/GBP1/GBP2/GBP4/VCAM1/ADAR/RSAD2/EIF2AK2/STAT1/SP100/UBA7/HERC5/IRF1/EGR1/HLA-F/HLA-A/HLA-E/HLA-C/HLA-B/PSMB8/RIGI/TRIM14/IFITM1/IFITM3/IRF7/TRIM21/TRIM22/CD44/UBE2L6/IFIT2/IFIT3/IFIT1/IFIT5/STAT2/OAS1/OAS3/OAS2/OASL/IFI27/B2M/PML/ISG20/MT2A/XAF1/IFI35/SAMHD1/ICAM1/BST2/USP18/IFNGR2/MX2/MX1",54,18.1529487142986,"UP"
"REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES","Chemokine receptors bind chemokines","16/410","17/4612",0.000000000000000181466297198486,0.0000000000000295336398690537,0.000000000000026790155981145,"CCL20/ACKR3/CCRL2/CXCL8/CXCL6/CXCL1/CXCL5/CXCL3/CXCL2/CXCL10/CXCL11/CX3CL1/CXCL16/CCL2/CCL5/CCR10",16,13.5296830251775,"UP"
"REACTOME_INTERFERON_GAMMA_SIGNALING","Interferon gamma signaling","27/410","52/4612",0.00000000000000109485947174758,0.000000000000142550703221535,0.000000000000129308666031661,"GBP3/GBP1/GBP2/GBP4/VCAM1/STAT1/SP100/IRF1/HLA-F/HLA-A/HLA-E/HLA-C/HLA-B/TRIM14/IRF7/TRIM21/TRIM22/CD44/OAS1/OAS3/OAS2/OASL/B2M/PML/MT2A/ICAM1/IFNGR2",27,12.8460306359169,"UP"
"REACTOME_SIGNALING_BY_INTERLEUKINS","Signaling by ILs","62/410","248/4612",0.00000000000000618821247478734,0.000000000000671421053514426,0.000000000000609050385676438,"VCAM1/CSF1/PTGS2/IL1R1/IL1RL1/IL18R1/IL1A/STAT1/CCL20/IRAK2/MYD88/BCL6/TNIP2/CXCL8/CXCL1/CXCL2/CXCL10/NFKB1/TIFA/IL15/IL7R/CSF2/SQSTM1/PSMB8/PSMB9/IL6/IL3RA/CEBPD/RIPK2/CCND1/IL18BP/MMP1/CASP1/IL15RA/MAP3K8/NFKB2/STAT2/LCP1/PSME1/PSME2/NFKBIA/SMAD3/IL32/ITGAX/N4BP1/NLRC5/PSMB10/LGALS9/CCL2/CCL5/CSF3/STAT5A/BCL2/SERPINB2/EBI3/ICAM1/JUNB/IL27RA/JAK3/USP18/HMOX1/CSF2RB",62,12.1730050448548,"UP"
"REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS","Peptide ligand binding receptors","19/410","32/4612",0.000000000000843221314126422,0.0000000000784195822137572,0.0000000000711349108608906,"CCL20/ACKR3/CCRL2/CXCL8/CXCL6/CXCL1/CXCL5/CXCL3/CXCL2/CXCL10/CXCL11/F2RL1/GAL/CX3CL1/CXCL16/CCL2/CCL5/CCR10/F2RL3",19,10.1055754757663,"UP"
"REACTOME_INTERLEUKIN_10_SIGNALING","IL 10 signaling","15/410","21/4612",0.00000000000443106164598901,0.000000000360577641442356,0.000000000327082313605241,"CSF1/PTGS2/IL1R1/IL1A/CCL20/CXCL8/CXCL1/CXCL2/CXCL10/CSF2/IL6/CCL2/CCL5/CSF3/ICAM1",15,9.44300120634145,"UP"
"REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS","Class a 1 rhodopsin like receptors","22/410","49/4612",0.0000000000226822591734886,0.00000000164068341354901,0.00000000148827454927802,"CCL20/ACKR3/CCRL2/CXCL8/CXCL6/CXCL1/CXCL5/CXCL3/CXCL2/CXCL10/CXCL11/F2RL1/GAL/GPR68/CX3CL1/CXCL16/CCL2/CCL5/CCR10/TBXA2R/F2RL3/PTGIR",22,8.78497521237352,"UP"
"REACTOME_GPCR_LIGAND_BINDING","Gpcr ligand binding","23/410","72/4612",0.0000000234880509447033,0.00000152907211650018,0.00000138703121894511,"CCL20/ACKR3/CCRL2/CXCL8/CXCL6/CXCL1/CXCL5/CXCL3/CXCL2/CXCL10/CXCL11/F2RL1/GAL/GPR68/CX3CL1/CXCL16/CCL2/CCL5/CCR10/TBXA2R/F2RL3/PTGIR/ADM2",23,5.81557203122634,"UP"
"REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING","IL 1 family signaling","25/410","99/4612",0.000000946792689123304,0.0000560329127835701,0.0000508278180476721,"IL1R1/IL1RL1/IL18R1/IL1A/IRAK2/MYD88/TNIP2/NFKB1/TIFA/SQSTM1/PSMB8/PSMB9/RIPK2/IL18BP/CASP1/MAP3K8/NFKB2/PSME1/PSME2/NFKBIA/SMAD3/N4BP1/NLRC5/PSMB10/USP18",25,4.2515568008244,"UP"
"REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC","Antigen presentation folding assembly and peptide loading of class I MHC","11/410","23/4612",0.00000121520195201915,0.0000659247058970386,0.0000598007276388369,"ERAP1/ERAP2/HLA-F/HLA-A/HLA-E/HLA-C/HLA-B/TAP2/TAP1/TAPBP/B2M",11,4.18095179900253,"UP"
"REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA","Ddx58 ifih1 mediated induction of interferon alpha beta","17/410","53/4612",0.0000015589949134302,0.0000780696683571587,0.0000708175017355745,"ISG15/IKBKE/IFIH1/UBA7/HERC5/NFKB1/MAP3K1/TNFAIP3/RIGI/IRF7/UBE2L6/NFKB2/NFKBIA/TRAF3/CYLD/NLRC5/DHX58",17,4.10751766553043,"UP"
"REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING","IL 4 and IL 13 signaling","17/410","54/4612",0.00000209227561526987,0.0000972908161100488,0.0000882531293358192,"VCAM1/PTGS2/IL1A/STAT1/BCL6/CXCL8/IL6/CEBPD/CCND1/MMP1/ITGAX/CCL2/BCL2/ICAM1/JUNB/JAK3/HMOX1",17,4.01192815357515,"UP"
"REACTOME_NEGATIVE_REGULATORS_OF_DDX58_IFIH1_SIGNALING","Negative regulators of ddx58 ifih1 signaling","11/410","26/4612",0.00000542439253814176,0.000235418636155353,0.000213549769396318,"ISG15/IKBKE/IFIH1/UBA7/HERC5/TNFAIP3/RIGI/UBE2L6/TRAF3/CYLD/NLRC5",11,3.62815916061292,"UP"
"REACTOME_PURINERGIC_SIGNALING_IN_LEISHMANIASIS_INFECTION","Purinergic signaling in leishmaniasis infection","8/410","14/4612",0.00000678370420888708,0.000261804303027338,0.000237484378685967,"IL1A/NFKB1/NT5E/CASP1/NFKB2/P2RX7/P2RX4/HMOX1",8,3.5820232196429,"UP"
"REACTOME_TOLL_LIKE_RECEPTOR_CASCADES","Toll like receptor cascades","23/410","96/4612",0.00000683667150762633,0.000261804303027338,0.000237484378685967,"CTSS/CTSK/IKBKE/IRAK2/MYD88/TNIP2/NFKB1/TIFA/TLR3/MAP3K1/RIPK2/IRF7/UNC93B1/BIRC3/MAP3K8/NFKB2/NFKBIA/LGMN/TRAF3/N4BP1/NLRC5/TICAM1/USP18",23,3.5820232196429,"UP"
"REACTOME_SARS_COV_1_ACTIVATES_MODULATES_INNATE_IMMUNE_RESPONSES","Sars cov 1 activates modulates innate immune responses","11/410","27/4612",0.00000843102099691406,0.000304921926055058,0.000276596653758409,"IKBKE/NMI/IFIH1/IRAK2/NFKB1/RIGI/CASP1/NFKBIA/TRAF3/BST2/RUNX1",11,3.51581134564987,"UP"
"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","Extracellular matrix organization","29/410","140/4612",0.00000985133454857912,0.000337537831111843,0.000306182752451684,"AGRN/VCAM1/CTSS/CTSK/LAMC2/LAMB3/TGFB2/ITGAV/COL8A1/CD47/ITGA1/P4HA2/PDGFA/ITGB8/SERPINE1/DMD/CD44/MMP10/MMP1/ADAM8/COL4A1/COL4A2/NID2/ITGAX/BMP2/SDC4/ICAM1/COLGALT1/CEACAM1",29,3.47167754454449,"UP"
"REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS","Nucleotide binding domain leucine rich repeat containing receptor nlr signaling pathways","12/410","34/4612",0.0000185903350999866,0.000605115407504565,0.000548904104794342,"IRAK2/NFKB1/TNFAIP3/RIPK2/PANX1/BIRC3/CASP1/NFKB2/P2RX7/CYLD/BCL2/HMOX1",12,3.21816178888046,"UP"
"REACTOME_INTERLEUKIN_1_SIGNALING","IL 1 signaling","20/410","83/4612",0.00002504357685374,0.000776350882465939,0.000704232913029981,"IL1R1/IL1A/IRAK2/MYD88/TNIP2/NFKB1/TIFA/SQSTM1/PSMB8/PSMB9/RIPK2/MAP3K8/NFKB2/PSME1/PSME2/NFKBIA/N4BP1/NLRC5/PSMB10/USP18",20,3.10994194900339,"UP"
"REACTOME_DISEASES_OF_IMMUNE_SYSTEM","Diseases of immune system","8/410","17/4612",0.0000431647904014626,0.00126264640993058,0.00114535473517836,"MYD88/NFKB1/TLR3/UNC93B1/NFKB2/NFKBIA/TRAF3/TICAM1",8,2.89871825175322,"UP"
"REACTOME_INFLAMMASOMES","Inflammasomes","7/410","13/4612",0.0000446096273861802,0.00126264640993058,0.00114535473517836,"NFKB1/PANX1/CASP1/NFKB2/P2RX7/BCL2/HMOX1",7,2.89871825175322,"UP"
"REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION","Antigen processing cross presentation","17/410","67/4612",0.0000503680795352689,0.00136623415739417,0.00123931985172306,"CTSS/ITGAV/MYD88/HLA-F/HLA-A/HLA-E/HLA-C/HLA-B/TAP2/PSMB8/PSMB9/TAP1/TAPBP/PSME1/PSME2/B2M/PSMB10",17,2.86447486101383,"UP"
